Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,SelfX,SelfY,SelfZ
979,2.51,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.55,0.00,3.55
979,2.51,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.55,0.00,3.55,10.00,0.00,10.00
980,2.51,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.55,0.00,3.55
980,2.51,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.55,0.00,3.55,10.00,0.00,10.00
981,2.51,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.55,0.00,3.55
981,2.51,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.56,0.00,3.56,10.00,0.00,10.00
982,2.52,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.56,0.00,3.56
982,2.52,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.56,0.00,3.56,10.00,0.00,10.00
983,2.52,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.56,0.00,3.56
983,2.52,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.56,0.00,3.56,10.00,0.00,10.00
984,2.52,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.56,0.00,3.56
984,2.52,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.57,0.00,3.57,10.00,0.00,10.00
985,2.52,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.57,0.00,3.57
985,2.52,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.57,0.00,3.57,10.00,0.00,10.00
986,2.53,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.57,0.00,3.57
986,2.53,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.57,0.00,3.57,10.00,0.00,10.00
987,2.53,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.57,0.00,3.57
987,2.53,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.58,0.00,3.58,10.00,0.00,10.00
988,2.53,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.58,0.00,3.58
988,2.53,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.58,0.00,3.58,10.00,0.00,10.00
989,2.53,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.58,0.00,3.58
989,2.53,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.58,0.00,3.58,10.00,0.00,10.00
990,2.54,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.58,0.00,3.58
990,2.54,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.59,0.00,3.59,10.00,0.00,10.00
991,2.54,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.59,0.00,3.59
991,2.54,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.59,0.00,3.59,10.00,0.00,10.00
992,2.54,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.59,0.00,3.59
992,2.54,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.59,0.00,3.59,10.00,0.00,10.00
993,2.54,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.59,0.00,3.59
993,2.54,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.60,0.00,3.60,10.00,0.00,10.00
994,2.55,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.60,0.00,3.60
994,2.55,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.60,0.00,3.60,10.00,0.00,10.00
995,2.55,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.60,0.00,3.60
995,2.55,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.60,0.00,3.60,10.00,0.00,10.00
996,2.55,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.60,0.00,3.60
996,2.55,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.61,0.00,3.61,10.00,0.00,10.00
997,2.55,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.61,0.00,3.61
997,2.55,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.61,0.00,3.61,10.00,0.00,10.00
998,2.56,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.61,0.00,3.61
998,2.56,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.61,0.00,3.61,10.00,0.00,10.00
999,2.56,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.61,0.00,3.61
999,2.56,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.62,0.00,3.62,10.00,0.00,10.00
1000,2.56,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.62,0.00,3.62
1000,2.56,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.62,0.00,3.62,10.00,0.00,10.00
1001,2.56,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.62,0.00,3.62
1001,2.56,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.62,0.00,3.62,10.00,0.00,10.00
1002,2.57,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.62,0.00,3.62
1002,2.57,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.63,0.00,3.63,10.00,0.00,10.00
1003,2.57,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.63,0.00,3.63
1003,2.57,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.63,0.00,3.63,10.00,0.00,10.00
1004,2.57,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.63,0.00,3.63
1004,2.57,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.63,0.00,3.63,10.00,0.00,10.00
1005,2.57,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.63,0.00,3.63
1005,2.57,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.64,0.00,3.64,10.00,0.00,10.00
1006,2.58,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.64,0.00,3.64
1006,2.58,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.64,0.00,3.64,10.00,0.00,10.00
1007,2.58,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.64,0.00,3.64
1007,2.58,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.64,0.00,3.64,10.00,0.00,10.00
1008,2.58,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.64,0.00,3.64
1008,2.58,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.65,0.00,3.65,10.00,0.00,10.00
1009,2.58,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.65,0.00,3.65
1009,2.58,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.65,0.00,3.65,10.00,0.00,10.00
1010,2.58,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.65,0.00,3.65
1010,2.58,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.65,0.00,3.65,10.00,0.00,10.00
1011,2.59,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.65,0.00,3.65
1011,2.59,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.66,0.00,3.66,10.00,0.00,10.00
1012,2.59,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.66,0.00,3.66
1012,2.59,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.66,0.00,3.66,10.00,0.00,10.00
1013,2.59,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.66,0.00,3.66
1013,2.59,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.66,0.00,3.66,10.00,0.00,10.00
1014,2.59,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.66,0.00,3.66
1014,2.59,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.67,0.00,3.67,10.00,0.00,10.00
1015,2.60,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.67,0.00,3.67
1015,2.60,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.67,0.00,3.67,10.00,0.00,10.00
1016,2.60,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.67,0.00,3.67
1016,2.60,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.68,0.00,3.68,10.00,0.00,10.00
1017,2.60,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.68,0.00,3.68
1017,2.60,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.68,0.00,3.68,10.00,0.00,10.00
1018,2.61,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.68,0.00,3.68
1018,2.61,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.68,0.00,3.68,10.00,0.00,10.00
1019,2.61,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.68,0.00,3.68
1019,2.61,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.69,0.00,3.69,10.00,0.00,10.00
1020,2.61,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.69,0.00,3.69
1020,2.61,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.69,0.00,3.69,10.00,0.00,10.00
1021,2.61,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.69,0.00,3.69
1021,2.61,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.69,0.00,3.69,10.00,0.00,10.00
1022,2.62,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.69,0.00,3.69
1022,2.62,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.70,0.00,3.70,10.00,0.00,10.00
1023,2.62,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.70,0.00,3.70
1023,2.62,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.70,0.00,3.70,10.00,0.00,10.00
1024,2.62,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.70,0.00,3.70
1024,2.62,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.70,0.00,3.70,10.00,0.00,10.00
1025,2.62,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.70,0.00,3.70
1025,2.62,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.71,0.00,3.71,10.00,0.00,10.00
1026,2.63,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.71,0.00,3.71
1026,2.63,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.71,0.00,3.71,10.00,0.00,10.00
1027,2.63,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.71,0.00,3.71
1027,2.63,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.72,0.00,3.72,10.00,0.00,10.00
1028,2.63,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.72,0.00,3.72
1028,2.63,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.72,0.00,3.72,10.00,0.00,10.00
1029,2.63,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.72,0.00,3.72
1029,2.63,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.72,0.00,3.72,10.00,0.00,10.00
1030,2.63,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.72,0.00,3.72
1030,2.63,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.73,0.00,3.73,10.00,0.00,10.00
1031,2.64,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.73,0.00,3.73
1031,2.64,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.73,0.00,3.73,10.00,0.00,10.00
1032,2.64,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.73,0.00,3.73
1032,2.64,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.73,0.00,3.73,10.00,0.00,10.00
1033,2.64,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.73,0.00,3.73
1033,2.64,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.74,0.00,3.74,10.00,0.00,10.00
1034,2.65,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.74,0.00,3.74
1034,2.65,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.74,0.00,3.74,10.00,0.00,10.00
1035,2.65,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.74,0.00,3.74
1035,2.65,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.74,0.00,3.74,10.00,0.00,10.00
1036,2.65,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.74,0.00,3.74
1036,2.65,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.75,0.00,3.75,10.00,0.00,10.00
1037,2.65,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.75,0.00,3.75
1037,2.65,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.75,0.00,3.75,10.00,0.00,10.00
1038,2.66,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.75,0.00,3.75
1038,2.66,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.76,0.00,3.76,10.00,0.00,10.00
1039,2.66,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.76,0.00,3.76
1039,2.66,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.76,0.00,3.76,10.00,0.00,10.00
1040,2.66,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.76,0.00,3.76
1040,2.66,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.76,0.00,3.76,10.00,0.00,10.00
1041,2.66,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.76,0.00,3.76
1041,2.66,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.77,0.00,3.77,10.00,0.00,10.00
1042,2.67,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.77,0.00,3.77
1042,2.67,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.77,0.00,3.77,10.00,0.00,10.00
1043,2.67,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.77,0.00,3.77
1043,2.67,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.77,0.00,3.77,10.00,0.00,10.00
1044,2.67,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.77,0.00,3.77
1044,2.67,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.78,0.00,3.78,10.00,0.00,10.00
1045,2.67,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.78,0.00,3.78
1045,2.67,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.78,0.00,3.78,10.00,0.00,10.00
1046,2.68,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.78,0.00,3.78
1046,2.68,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.78,0.00,3.78,10.00,0.00,10.00
1047,2.68,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.78,0.00,3.78
1047,2.68,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.79,0.00,3.79,10.00,0.00,10.00
1048,2.68,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.79,0.00,3.79
1048,2.68,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.79,0.00,3.79,10.00,0.00,10.00
1049,2.68,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.79,0.00,3.79
1049,2.68,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.79,0.00,3.79,10.00,0.00,10.00
1050,2.69,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.79,0.00,3.79
1050,2.69,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.80,0.00,3.80,10.00,0.00,10.00
1051,2.69,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.80,0.00,3.80
1051,2.69,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.80,0.00,3.80,10.00,0.00,10.00
1052,2.69,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.80,0.00,3.80
1052,2.69,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.80,0.00,3.80,10.00,0.00,10.00
1053,2.69,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.80,0.00,3.80
1053,2.69,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.81,0.00,3.81,10.00,0.00,10.00
1054,2.70,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.81,0.00,3.81
1054,2.70,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.81,0.00,3.81,10.00,0.00,10.00
1055,2.70,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.81,0.00,3.81
1055,2.70,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.81,0.00,3.81,10.00,0.00,10.00
1056,2.70,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.81,0.00,3.81
1056,2.70,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.82,0.00,3.82,10.00,0.00,10.00
1057,2.70,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.82,0.00,3.82
1057,2.70,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.82,0.00,3.82,10.00,0.00,10.00
1058,2.71,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.82,0.00,3.82
1058,2.71,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.83,0.00,3.83,10.00,0.00,10.00
1059,2.71,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.83,0.00,3.83
1059,2.71,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.83,0.00,3.83,10.00,0.00,10.00
1060,2.71,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.83,0.00,3.83
1060,2.71,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.83,0.00,3.83,10.00,0.00,10.00
1061,2.71,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.83,0.00,3.83
1061,2.71,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.84,0.00,3.84,10.00,0.00,10.00
1062,2.72,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.84,0.00,3.84
1062,2.72,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.84,0.00,3.84,10.00,0.00,10.00
1063,2.72,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.84,0.00,3.84
1063,2.72,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.84,0.00,3.84,10.00,0.00,10.00
1064,2.72,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.84,0.00,3.84
1064,2.72,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.85,0.00,3.85,10.00,0.00,10.00
1065,2.72,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.85,0.00,3.85
1065,2.72,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.85,0.00,3.85,10.00,0.00,10.00
1066,2.73,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.85,0.00,3.85
1066,2.73,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.85,0.00,3.85,10.00,0.00,10.00
1067,2.73,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.85,0.00,3.85
1067,2.73,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.86,0.00,3.86,10.00,0.00,10.00
1068,2.73,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.86,0.00,3.86
1068,2.73,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.86,0.00,3.86,10.00,0.00,10.00
1069,2.73,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.86,0.00,3.86
1069,2.73,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.86,0.00,3.86,10.00,0.00,10.00
1070,2.74,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.86,0.00,3.86
1070,2.74,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.87,0.00,3.87,10.00,0.00,10.00
1071,2.74,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.87,0.00,3.87
1071,2.74,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.87,0.00,3.87,10.00,0.00,10.00
1072,2.74,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.87,0.00,3.87
1072,2.74,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.87,0.00,3.87,10.00,0.00,10.00
1073,2.74,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.87,0.00,3.87
1073,2.74,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.88,0.00,3.88,10.00,0.00,10.00
1074,2.74,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.88,0.00,3.88
1074,2.74,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.88,0.00,3.88,10.00,0.00,10.00
1075,2.75,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.88,0.00,3.88
1075,2.75,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.88,0.00,3.88,10.00,0.00,10.00
1076,2.75,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.88,0.00,3.88
1076,2.75,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.89,0.00,3.89,10.00,0.00,10.00
1077,2.75,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.89,0.00,3.89
1077,2.75,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.89,0.00,3.89,10.00,0.00,10.00
1078,2.75,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.89,0.00,3.89
1078,2.75,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.90,0.00,3.90,10.00,0.00,10.00
1079,2.76,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.90,0.00,3.90
1079,2.76,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.90,0.00,3.90,10.00,0.00,10.00
1080,2.76,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.90,0.00,3.90
1080,2.76,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.90,0.00,3.90,10.00,0.00,10.00
1081,2.76,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.90,0.00,3.90
1081,2.76,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.91,0.00,3.91,10.00,0.00,10.00
1082,2.76,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.91,0.00,3.91
1082,2.76,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.91,0.00,3.91,10.00,0.00,10.00
1083,2.77,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.91,0.00,3.91
1083,2.77,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.91,0.00,3.91,10.00,0.00,10.00
1084,2.77,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.91,0.00,3.91
1084,2.77,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.92,0.00,3.92,10.00,0.00,10.00
1085,2.77,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.92,0.00,3.92
1085,2.77,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.92,0.00,3.92,10.00,0.00,10.00
1086,2.77,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.92,0.00,3.92
1086,2.77,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.92,0.00,3.92,10.00,0.00,10.00
1087,2.78,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,3.92,0.00,3.92
1087,2.78,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,3.93,0.00,3.93,10.00,0.00,10.00
